src_title,db_type,fonds_title,creator,image_title,subjects,names,creation_date,image_number,description,image_url
Title based on content of image.,Photographs,,Chris Bruun,House and Tree,"Aerial views, Autumn, Trees",,10 October 2012 (13:54:54),EA-784-1196,Aerial view taken from 104 Avenue and 120 Street looking directly down at home (10315 - 120 Street).,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NDg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Downtown Edmonton Aerial,"Aerial photographs, Cityscapes",,[ca. 1990],EA-784-12,"Looking south from 97 Street and 107 Avenue. Includes the Edmonton Remand Centre, Law Courts, Century Place, Chancery Hall, Canada Place, Westin Hotel, Stanley Milner Library, CN Tower and City Square Tower.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI3NjY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MjkyODk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking Southeast Towards Jasper Avenue,"Aerial views, Buildings, Streets, Winter",,4 December 2010 (13:27:51),EA-784-120,"Looking down 120 Street at 103 Avenue; includes Edmonton Academy and Allin Clinic on 120 Street and high-rises along Jasper Avenue (Oakwood Towers, Park Place, Mayflower, Canterbury, Carlisle, Rideau Tower and Illuminada). The construction crane is for The Pearl condominium.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4Nzk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=Mjk0MDU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,House and Tree,"Aerial views, Autumn, Houses, Trees",,10 October 2012 (15:25:03),EA-784-1201,Aerial view taken from 104 Avenue and 120 Street looking directly down at home (10311 - 120 Street).,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQxOTk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NDk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Trees At 103 Avenue and 120 Street,"Aerial views, Autumn, Trees, Sidewalks",,10 October 2012 (15:25:42),EA-784-1203,Aerial view taken from 104 Avenue and 120 Street looking directly down at southeast corner of intersection; includes partial of Peace Garden Park.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking Southwest To Jasper Avenue,"Aerial views, Autumn, Buildings",,12 October 2012 (19:41:12),EA-784-1214,"Aerial view taken from 104 Avenue and 120 Street looking southwest across Oliver to Jasper Avenue; includes Peace Garden Park and Edmonton Academy on 120 Street, low rise buildings on 103 Avenue and 119 Street and condos on or near Jasper Avenue.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,103 Avenue and 120 Street,"Aerial views, Autumn, Buildings",,12 October 2012 (19:41:46),EA-784-1215,"Aerial view taken from 104 Avenue and 120 Street looking directly down at intersection; includes Peace Garden Park, partial of Cedar Village (10305 - 120 Street) and the gazebo in the front garden of Kiwanis Place (10330 - 120 Street).",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Tree,"Aerial views, Automobiles, Autumn, Trees",,12 October 2012 (19:44:25),EA-784-1216,"Aerial view taken from 104 Avenue and 120 Street looking directly down to street.
Note: compare with EA-784-1217.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTM=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Tree,"Aerial views, Automobiles, Autumn, Trees",,12 October 2012 (19:45:33),EA-784-1217,"Aerial view taken from 104 Avenue and 120 Street looking directly down to street.
Note: compare with EA-784-1216.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Tree,"Aerial views, Automobiles, Autumn, Trees",,12 October 2012 (19:45:33),EA-784-1217,"Aerial view taken from 104 Avenue and 120 Street looking directly down to street.
Note: compare with EA-784-1216.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDQ=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,San Carlos Place,"Aerial views, Autumn, Buildings",,12 October 2012 (19:48:16),EA-784-1219,Aerial view taken from 104 Avenue and 120 Street looking down directly across the street at 10325 - 120 Street.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking East Towards Downtown,"Aerial views, Buildings, Cityscapes, Sunrises & sunsets",,13 October 2012 (08:55:07),EA-784-1220,Aerial view taken from 104 Avenue and 120 Street looking east across Oliver towards downtown; downtown skyline in the background.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking East Towards Downtown,"Aerial views, Buildings, Cityscapes, Sunrises & sunsets",,13 October 2012 (08:57:49),EA-784-1221,"Aerial view taken from 120 Street looking east across Oliver along 104 Avenue towards downtown; downtown skyline in the background includes Grant MacEwan, Epcor, CN Tower, Bell and condos (Quest, Legacy, Alta Vista and Venetian).",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMDk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NTk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Oliver School,"Aerial views, Buildings",,13 October 2012 (08:58:22),EA-784-1222,"Aerial view taken from 104 Avenue and 120 Street looking east across Oliver; includes downtown high-rises (Shaughnessey, Hargate and Prominence Place).",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMTA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NjA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Condo Complex at 106 Avenue and 119 Street,Buildings,,13 October 2012 (19:21:57),EA-784-1224,,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMTU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NjU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Sunrise Over Edmonton,"Aerial views, Cityscapes, Sunrises & sunsets",,14 October 2012 (08:55:43),EA-784-1225,"Aerial veiw taken from 104 Avenue and 120 Street looking east towards downtown.
Note: compare with EA-784-1226 and EA-784-1227.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMTY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NjY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Sunrise Over Edmonton,"Aerial views, Cityscapes, Sunrises & sunsets",,14 October 2012 (08:56:32),EA-784-1226,"Aerial veiw taken from 104 Avenue and 120 Street looking east towards downtown.
Note: compare with EA-784-1225 and EA-784-1227.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMTc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1Njc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Sunrise Over Edmonton,"Aerial views, Cityscapes, Sunrises & sunsets",,14 October 2012 (08:56:58),EA-784-1227,"Aerial veiw taken from 104 Avenue and 120 Street looking east towards downtown.
Note: compare with EA-784-1225 and EA-784-1226.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMTg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1Njg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Harbin Gate,"Architectural elements, Gates",,15 October 2012 (10:18:59),EA-784-1229,Located at 102 Avenue and 97 Street; is the entrance to the older part of Chinatown,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMjA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NzA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Harbin Gate - Detail,"Architectural elements, Gates",,15 October 2012 (10:19:42),EA-784-1230,Located at 102 Avenue and 97 Street; is the entrance to the older part of Chinatown,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMjE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NzE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking East Towards Downtown,"Aerial views, Buildings, Cityscapes",,16 October 2012 (18:26:16),EA-784-1233,Aerial view taken from 104 Avenue and 120 Street looking east across Oliver towards downtown; downtown skyline in the background.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMjU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NzU=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Low Rise Buildings,"Aerial views, Autumn, Buildings, Trees",,17 October 2012 (19:12:25),EA-784-1234,Aerial view taken from 104 Avenue and 120 Street looking at 119 Street south of 103 Avenue.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMjY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1NzY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Autumn Snow - Image 1 of 4,"Aerial views, Autumn, Houses, Trees",,20 October 2012 (09:41:25),EA-784-1237,"Aerial view taken from 104 Avenue and 120 Street, looking directly across 120 Street; homes at 10315 and 10311 - 120 Street and low rise buildings on 103 Avenue and 119 Street. Likely the first snowfall of the season.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMjk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1Nzk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Autumn Snow - Image 2 of 4,"Aerial views, Autumn, Buildings, Trees",,20 October 2012 (09:41:33),EA-784-1238,"Aerial view taken from 104 Avenue and 120 Street, looking southeast towards Jasper Avenue; includes Peace Garden Park and Edmonton Academy on 120 Street, low rise buildings on 119 Street and condos on or near Jasper Avenue. Likely the first snowfall of the season.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMzA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1ODA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Autumn Snow - Image 3 of 4,"Aerial views, Autumn, Buildings, Trees",,20 October 2012 (09:41:46),EA-784-1239,"Aerial view taken from 104 Avenue and 120 Street, looking southeast towards Jasper Avenue; includes intersection of 103 Avenue and 120 Street; gazebo at Kiwanis Place (10330 - 120 Street), Peace Garden Park, Edmonton Academy and Allin Clinic on 120 Street, low rise buildings on 119 Street and condos on or near Jasper Avenue. Likely the first snowfall of the season.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMzE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1ODE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Autumn Snow - Image 4 of 4,"Aerial views, Autumn, Buildings, Trees",,20 October 2012 (09:42:20),EA-784-1240,"Aerial view taken from 120 Street, looking northeast across 104 Avenue; includes San Carlos Place (10325 - 120 Street) in foreground, low rise buildings on 119 Street; Oliver Square shopping plaza in the background. Likely the first snowfall of the season.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMzI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1ODI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,103 Avenue and 120 Street,"Aerial views, Buildings, Snow, Winter",,1 November 2012 (12:36:49),EA-784-1244,"Aerial view taken from 104 Avenue and 120 Street looking directly down at intersection; includes homes (10315 and 10311 - 120 Street, Cedar Village (10305 - 120 Street), Peace Garden Park and the gazebo in the front garden of Kiwanis Place (10330 - 120 Street).",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMzg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1ODg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking East Towards Downtown,"Aerial views, Buildings, Snow, Winter",,1 November 2012 (12:37:04),EA-784-1245,"Aerial view taken from 104 Avenue and 120 Street looking east across Oliver towards downtown; includes San Carlos Place (10325 - 120 Street), homes (10315 and 10311 - 120 Street) and Cedar Village (10305 - 120 Street) in the foreground; low rise buildings on 119 Street in the mid-ground; downtown skyline obscured in the background.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyMzk=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1ODk=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Cedar Village,"Aerial views, Buildings, Trees, Winter",,5 November 2012 (15:21:30),EA-784-1246,Aerial view taken from 104 Avenue and 120 Street looking directly down to the street; Cedar Village located at 10305 - 120 Street.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNDA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1OTA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,San Carlos Place,"Aerial views, Buildings, Trees, Winter",,5 November 2012 (15:25:19),EA-784-1247,Aerial view taken from 104 Avenue and 120 Street looking directly down to the street; San Carlos Place located at 10325 - 125 Street.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNDE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1OTE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking South Towards Jasper Avenue,"Aerial views, Buildings, Construction, Hoisting machinery",,5 November 2012 (17:51:02),EA-784-1248,"Taken from 104 Avenue, looking south along 120 Street towards Jasper Avenue. Includes Oliver Point, Ansgar Villa, Allin Clinic and Whitehall on 120 Street and Illuminada condo on Jasper Avenue; under construction is the Pearl condo on Jasper Avenue at 120 Street.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNDI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1OTI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Homes Across 120 Street,"Aerial views, Houses, Snow, Winter",,7 November 2012 (09:26:15),EA-784-1250,"Aerial view taken from 104 Avenue and 120 Street, looking directly across 120 Street; homes at 10315 and 10311 - 120 Street and Cedar Village (10305 - 120 Street).",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNDc=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1OTc=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,103 Avenue and 120 Street,"Aerial views, Buildings, Snow, Winter",,7 November 2012 (09:26:52),EA-784-1251,"Aerial view taken from 104 Avenue and 120 Street looking directly down at intersection; includes homes (10315 and 10311 - 120 Street), Cedar Village (10305 - 120 Street), Peace Garden Park and the gazebo in the front garden of Kiwanis Place (10330 - 120 Street).",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNDY=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1OTY=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Gazebo,"Gazebos, Snow, Winter",,7 November 2012 (09:27:20),EA-784-1252,"Aerial view of garden of Kiwanis Place (104 Avenue and 120 Street), taken from the 14th floor; intersection of 103 Avenue and 120 Street.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNDg=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA1OTg=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Tree,"Aerial views, Automobiles, Snow, Trees, Winter",,7 November 2012 (09:28:38),EA-784-1254,"Aerial view taken from 104 Avenue and 120 Street looking directly down to street; intersection of 103 Avenue and 120 Street, includes partial of Peace Garden Park.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNTA=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA2MDA=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,103 Avenue and 120 Street,"Aerial views, Gazebos, Snow, Trees, Winter",,7 November 2012 (09:28:43),EA-784-1255,Aerial view taken looking directly down to intersection at 103 Avenue and 120 Street; includes partial of Peace Garden Park and the gazebo in the front garden of Kiwanis Place (10330 - 120 Street).,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNTE=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA2MDE=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Homes Across 120 Street,"Aerial views, Houses, Snow, Trees, Winter",,7 November 2012 (10:13:25),EA-784-1256,"Aerial view taken from 104 Avenue and 120 Street, looking directly across 120 Street; homes at 10315 and 10311 - 120 Street and Cedar Village (10305 - 120 Street).",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNTI=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA2MDI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Homes Across 120 Street,"Aerial views, Houses, Snow, Winter",,7 November 2012 (10:13:35),EA-784-1257,"Aerial view taken from 104 Avenue and 120 Street, looking directly across 120 Street; San Carlos Place (10325 - 120 Street), home at at 10315 - 120 Street and low rise buildings on 119 Street.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNTM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA2MDM=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking East Towards Downtown,"Aerial views, Houses, Snow, Winter",,7 November 2012 (13:09:51),EA-784-1258,"Aerial view taken from 104 Avenue and 120 Street, looking east across Oliver towards downtown; includes homes (10315 and 10311 - 120 Street), low rise buildings on 103 Avenue and 119 Street; downtown skyline in the background obscured by fog.",https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNTQ=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA2MDQ=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Looking Southeast Towards Downtown,"Aerial views, Buildings, Steam, Winter",,6 December 2010 (09:54:30),EA-784-126,Looking across Oliver from 120 Street along 103 Avenue; Edmonton downtown skyline in the background.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTI4ODU=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=Mjk0MTI=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
Title based on content of image.,Photographs,,Chris Bruun,Bus Stop,"Buildings, Bus stops, Buses, Snow, Winter",,7 November 2012 (13:52:42),EA-784-1267,On 104 Avenue at 120 Street; Molson's building in background.,https://archivesphotos.edmonton.ca/Presto/content/GetImage.axd?ctID=YTA5ZDY0NTMtYTg5Ni00MGJjLTgxYWEtYWI4MmYzMTJmZDIx&rID=NTQyNjM=&pID=MTU3&tSize=NTAw&uSesDM=False&rIdx=MzA2MTM=&rCFU=&aw=RGV0YWlsfHNjcmVlbklEXzEwNDYwfGNudHJsSURfNTA1NzY=
